,USB Connect,,,,,,,,,,,,,,,,,,,,,,,,,USB Disconnect,,,,,,,,,,,,,,,,,,,,,,,,,filecopy,,,,,,,,,,,,,,,,,,,,,,,,,logon,,,,,,,,,,,,,,,,,,,,,,,,,logoff,,,,,,,,,,,,,,,,,,,,,,,
BMS0877,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BMS0877,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BMS0877,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BMS0877,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,BMS0877,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
RKD0604,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,9,9,9,9,9,9,RKD0604,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,9,9,9,9,9,9,RKD0604,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,27,27,27,27,27,27,RKD0604,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,RKD0604,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
JMK0099,0,0,0,0,0,0,2,2,0.5,1,1,0,3,3,1.5,1,1,0.5,0,0,0,0,0,0,JMK0099,0,0,0,0,0,0,2,2,0.5,1,1,0,3,3,1.5,1,1,0.5,0,0,0,0,0,0,JMK0099,0,0,0,0,0,0,13,13,9.5,1,1,0.5,11,11,7,7,7,6.5,0,0,0,0,0,0,JMK0099,0,0,0,0,0,0,3,2,1.5,1,0,0,2,2,2,1,1,1,0,0,0,0,0,0,JMK0099,0,0,0,0,0,0,1,1,0,1,1,0,2,1,1,1,0,0,0,1,1,0,1,1
MKP0861,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MKP0861,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MKP0861,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MKP0861,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,MKP0861,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
BHC0665,0,0,0,0,0,0,0,3,4,0,1,1,0,4,4,0,1,1,0,1,1,0,1,1,BHC0665,0,0,0,0,0,0,0,3,4,0,1,1,0,4,4,0,1,1,0,1,2,0,1,1,BHC0665,0,0,0,0,0,0,0,9,10,0,1,1,0,9,13,0,1,1,0,5,11,0,1,1,BHC0665,0,0,1,0,0,1,2,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,BHC0665,0,0,1,0,0,1,1,0,0,1,0,0,2,1,0,1,0,0,0,2,2,0,1,1
DCH0843,6,6,6,6,6,6,5,5,5,1,1,1,0,0,0,0,0,0,6,6,6,6,6,6,DCH0843,5,5,5,5,5,5,5,5,5,1,1,1,0,0,0,0,0,0,6,6,6,6,6,6,DCH0843,5,5,5,5,5,5,11,11,11,11,11,11,0,0,0,0,0,0,9,9,9,9,9,9,DCH0843,1,1,1,1,1,1,2,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,DCH0843,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,2,1,1,1,0,0
WIF0691,0,0,0,0,0,0,8,8,5,2,2,1,10,10,7,5,5,4,9,9,8,1,1,0,WIF0691,0,0,0,0,0,0,8,8,5,2,2,1,10,10,7,4,4,3,9,9,8,1,1,0,WIF0691,0,0,0,0,0,0,27,27,19,6,6,5,27,27,17,18,18,17,25,25,25,2,2,2,WIF0691,0,0,0,0,0,0,2,0,0,1,0,0,2,2,0,1,1,0,1,1,0,1,1,0,WIF0691,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,2,1,1,1,0,0
AHC0142,0,0,0,0,0,0,0,0,2,0,0,0.5,0,0,2.5,0,0,0.5,0,0,0,0,0,0,AHC0142,0,0,0,0,0,0,0,0,2,0,0,0.5,0,0,2.5,0,0,0.5,0,0,0,0,0,0,AHC0142,0,0,0,0,0,0,0,0,3,0,0,0.5,0,0,3.5,0,0,0.5,0,0,0,0,0,0,AHC0142,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,AHC0142,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0
DIW0118,0,0,0,0,0,0,5,5,3,1,1,0,3,3,1,1,1,0,0,0,0,0,0,0,DIW0118,0,0,0,0,0,0,5,5,3,1,1,0,3,3,1,1,1,0,0,0,0,0,0,0,DIW0118,0,0,0,0,0,0,11,11,4.25,1,1,0,10,10,3,1,1,0,0,0,0,0,0,0,DIW0118,0,0,0,0,0,0,3,2,0.75,1,0,0,2,1.5,0.75,1,0.5,0,0,0,0,0,0,0,DIW0118,0,0,0,0,0,0,1,1,0,1,1,0,2,1,0.75,1,0,0,0,0,1,0,0,1
USH0199,0,0,0,0,0,0,3,3,3,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,USH0199,0,0,0,0,0,0,2,2,2,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,USH0199,0,0,0,0,0,0,9,9,9,2,2,2,6,6,6,1,1,1,0,0,0,0,0,0,USH0199,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USH0199,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
MAD0753,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MAD0753,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MAD0753,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MAD0753,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,MAD0753,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
FKK0055,0,0,0,0,0,0,2,2,2,1,1,1,3,3,3,1,1,1,0,0,0,0,0,0,FKK0055,0,0,0,0,0,0,2,2,2,1,1,1,3,3,3,1,1,1,0,0,0,0,0,0,FKK0055,0,0,0,0,0,0,9,9,9,4,4,4,11,11,11,2,2,2,0,0,0,0,0,0,FKK0055,0,0,0,0,0,0,3,1,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,FKK0055,0,0,0,0,0,0,1,1,0,1,1,0,2,1,1,1,0,0,0,0,1,0,0,1
TAP0551,1,1,1,1,1,1,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,TAP0551,1,1,1,1,1,1,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,TAP0551,10,10,10,10,10,10,0,0,7.75,0,0,1,0,0,8,0,0,1.75,0,0,0,0,0,0,TAP0551,1,1,0.25,1,1,0.25,2,0,1,1,0,0,2,1,0,1,0,0,1,1,0.25,1,1,0.25,TAP0551,1,1,0.25,1,1,0.25,1,1,0,1,1,0,2,1,1,1,0,0,2,1,0.25,1,0,0
GBM0603,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GBM0603,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GBM0603,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GBM0603,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,GBM0603,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
HMM0108,0,0,0,0,0,0,2,2,0,1,1,0,3,3,1,1,1,0,1,1,1,1,1,1,HMM0108,0,0,0,0,0,0,2,2,0.5,1,1,0,3,3,1,1,1,0,1,1,1,1,1,1,HMM0108,0,0,0,0,0,0,10,10,3.5,2,2,1,12,12,4.5,8,8,7,2,2,2,1,1,1,HMM0108,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0.5,1,0,0,1,1,0,1,1,0,HMM0108,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,2,1,1,1,0,0
FDE0117,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,FDE0117,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,FDE0117,0,0,0,0,0,0,0,0,6.75,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,FDE0117,0,0,0,0,0,0,1,0,1.25,1,0,0,0,0.5,1.25,0,0.5,1,0,0,0,0,0,0,FDE0117,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1.25,0,1,1,1,1,0,1,1,0
RGH0728,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,RGH0728,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,RGH0728,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,RGH0728,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,RGH0728,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
CCR0863,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CCR0863,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CCR0863,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CCR0863,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,CCR0863,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
TTD1000,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,TTD1000,0,0,0,0,0,0,0,0,1.5,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,TTD1000,0,0,0,0,0,0,0,0,6.5,0,0,1,0,0,7.5,0,0,1,0,0,0,0,0,0,TTD1000,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1.5,0,1,1,0,0,1,0,0,1,TTD1000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0
OKB0439,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,OKB0439,0,0,0,0,0,0,0,0,1.5,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,OKB0439,0,0,0,0,0,0,0,0,6.5,0,0,1,0,0,7.5,0,0,1,0,0,0,0,0,0,OKB0439,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1.5,0,1,1,0,0,1,0,0,1,OKB0439,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1
XAA0104,0,0,0,0,0,0,2,0,3.5,1,0,0,2,0,2.5,1,0,0.5,0,0,0,0,0,0,XAA0104,0,0,0,0,0,0,2,0,3.5,1,0,0,2,0,3,1,0,0.5,0,0,0,0,0,0,XAA0104,0,0,0,0,0,0,15,10,2,4,3,1.5,13,6,1,1,0,0,0,0,0,0,0,0,XAA0104,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,XAA0104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5,0,0,0.5
JTS0389,0,0,0,0,0,0,2,2,2,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,JTS0389,0,0,0,0,0,0,2,2,2,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,JTS0389,0,0,0,0,0,0,10,10,10,1,1,1,9,9,9,2,2,2,0,0,0,0,0,0,JTS0389,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,JTS0389,0,0,0,0,0,0,1,1,0,1,1,0,2,1,1,1,0,0,0,0,1,0,0,1
GCC0744,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GCC0744,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GCC0744,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GCC0744,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,GCC0744,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
KMW0545,0,0,0,0,0,0,2,2,0,1,1,0,2,2,0,1,1,0,0,0,0,0,0,0,KMW0545,0,0,0,0,0,0,2,2,0,1,1,0,2,2,0,1,1,0,1,1,1,1,1,1,KMW0545,0,0,0,0,0,0,10,10,2.25,3,3,2,10,10,2,5,5,3.25,0,0,0,0,0,0,KMW0545,0,0,0.75,0,0,0.75,2,0,1,1,0,0,1,0,1,1,0,0,0,0,0.75,0,0,0.75,KMW0545,0,0,0.75,0,0,0.75,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0.75,1,0,0
PSF0133,0,0,0,0,0,0,4,4,4,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,PSF0133,0,0,0,0,0,0,4,4,4,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,PSF0133,0,0,0,0,0,0,5,5,5,1,1,1,5,5,5,2,2,2,2,2,2,2,2,2,PSF0133,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,PSF0133,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
NCE0097,0,0,0,0,0,0,0,0,1.5,0,0,1,0,0,1.5,0,0,0.5,0,0,0,0,0,0,NCE0097,0,0,0,0,0,0,0,0,1.5,0,0,1,0,0,1.5,0,0,0.5,0,0,0,0,0,0,NCE0097,0,0,0,0,0,0,0,0,3.5,0,0,0.5,0,0,4,0,0,0.5,0,0,0,0,0,0,NCE0097,0,0,0,0,0,0,1,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NCE0097,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1
CCL0068,0,0,0,0,0,0,6,6,3,1,1,0,5,5,2,1,1,0,0,0,1,0,0,1,CCL0068,0,0,0,0,0,0,6,6,3,1,1,0,5,5,2,1,1,0,1,1,0,1,1,0,CCL0068,0,0,0,0,0,0,9,9,1,1,1,0,7,7,3,1,1,0,0,0,0,0,0,0,CCL0068,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,1,CCL0068,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
JAD0609,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,JAD0609,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,JAD0609,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,JAD0609,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,JAD0609,0,0,0,0,0,0,1,1,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0
AMW0392,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,1,0,0,1,AMW0392,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,1,0,0,1,AMW0392,0,0,0,0,0,0,0,0,8,0,0,1,0,0,10,0,0,1,0,0,0,0,0,0,AMW0392,0,0,0,0,0,0,2,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,AMW0392,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0
RNP0211,0,0,0,0,0,0,4,4,4,1,1,1,6,6,6,2,2,2,0,0,0,0,0,0,RNP0211,0,0,0,0,0,0,4,4,4,1,1,1,6,6,6,2,2,2,0,0,0,0,0,0,RNP0211,0,0,0,0,0,0,15,15,15,3,3,3,14,14,14,3,3,3,0,0,0,0,0,0,RNP0211,0,0,0,0,0,0,2,1,0.5,1,0,0,1,1,0.5,1,1,0,0,0,0,0,0,0,RNP0211,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.5,1,0,0,0,0,0,0,0,0
RHY0079,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2.5,0,0,1,0,0,0,0,0,0,RHY0079,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2.5,0,0,1,0,0,0,0,0,0,RHY0079,0,0,0,0,0,0,0,0,19,0,0,4,0,0,19,0,0,9,0,0,0,0,0,0,RHY0079,0,0,0,0,0,0,2,0,0.5,1,0,0,1,0,0.5,1,0,0,1,1,1,1,1,1,RHY0079,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0.5,1,0,0,2,2,1,1,1,0.5
LDG0459,0,0,0,0,0,0,2,2,2,1,1,1,3,3,3,1,1,1,2,2,2,2,2,2,LDG0459,0,0,0,0,0,0,2,2,2,1,1,1,3,3,3,1,1,1,2,2,2,1,1,1,LDG0459,0,0,0,0,0,0,9,9,9,2,2,2,14,14,14,2,2,2,6,6,6,1,1,1,LDG0459,0,0,0,0,0,0,3,2,1,1,0,0,2,2,1,1,1,0,0,0,0,0,0,0,LDG0459,0,0,0,0,0,0,1,1,0,1,1,0,2,1,1,1,0,0,2,1,1,1,0,0
ROB0272,0,0,0,0,0,0,0,0,1.5,0,0,1,0,0,1.5,0,0,0.5,0,0,0,0,0,0,ROB0272,0,0,0,0,0,0,0,0,1.5,0,0,1,0,0,1.5,0,0,0.5,0,0,0,0,0,0,ROB0272,0,0,0,0,0,0,0,0,3.5,0,0,0.5,0,0,4,0,0,0.5,0,0,0,0,0,0,ROB0272,0,0,0,0,0,0,1,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ROB0272,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1
HGN0287,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,HGN0287,0,0,0,0,0,0,0,0,1.5,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,HGN0287,0,0,0,0,0,0,0,0,6.5,0,0,1,0,0,7.5,0,0,1,0,0,0,0,0,0,HGN0287,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1.5,0,1,1,0,0,1,0,0,1,HGN0287,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0
BMG0917,0,0,0,0,0,0,9,9,7,3,3,2,9,9,7,5,5,4,6,6,6,1,1,1,BMG0917,0,0,0,0,0,0,9,9,7,3,3,2,9,9,7,5,5,4,6,6,6,2,2,2,BMG0917,0,0,0,0,0,0,24,24,16.25,4,4,3,27,27,19,10,10,8.25,15,15,15,3,3,3,BMG0917,1,1,0.25,1,1,0.25,2,0,1,1,0,0,1,0,1,1,0,0,1,1,0.25,1,1,0.25,BMG0917,1,1,0.25,1,1,0.25,1,1,0,1,1,0,0,1,1,0,1,1,2,1,0.25,1,0,0
PNH0761,0,0,0,0,0,0,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,PNH0761,0,0,0,0,0,0,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,PNH0761,0,0,0,0,0,0,27,27,27,21,21,21,27,27,27,23,23,23,2,2,2,2,2,2,PNH0761,1,1,1,1,1,1,2,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,PNH0761,1,1,1,1,1,1,1,1,0,1,1,0,2,1,1,1,0,0,1,0,0,1,0,0
RCC0617,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,RCC0617,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,RCC0617,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,RCC0617,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,RCC0617,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
MLL0598,0,0,0,0,0,0,8,8,8,3,3,3,9,9,9,5,5,5,4,4,4,1,1,1,MLL0598,0,0,0,0,0,0,8,8,8,3,3,3,9,9,9,5,5,5,4,4,4,1,1,1,MLL0598,0,0,0,0,0,0,4,4,4,1,1,1,6,6,6,1,1,1,3,3,3,1,1,1,MLL0598,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,MLL0598,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0
BTL0226,2,2,2,2,2,2,1,1,1,1,1,0,0,0,2,0,0,1,1,1,1,1,1,1,BTL0226,2,2,2,2,2,2,1,1,1,1,1,0,0,0,2,0,0,1,1,1,1,1,1,1,BTL0226,1,1,1,1,1,1,0,0,7.75,0,0,1,0,0,8,0,0,1.75,0,0,0,0,0,0,BTL0226,1,1,0.25,1,1,0.25,3,1,0,1,0,0,2,1,0,1,0,0,1,1,0.25,1,1,0.25,BTL0226,1,1,0.25,1,1,0.25,1,1,0,1,1,0,1,0,0,1,0,0,2,1,0.25,1,0,0
SBN0971,0,0,0,0,0,0,2,2,2,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,SBN0971,0,0,0,0,0,0,2,2,2,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,SBN0971,0,0,0,0,0,0,11,11,11,2,2,2,10,10,10,1,1,1,0,0,0,0,0,0,SBN0971,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,SBN0971,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1
RGN0408,0,0,0,0,0,0,0,0,1.5,0,0,1,0,0,1.5,0,0,0.5,0,0,0,0,0,0,RGN0408,0,0,0,0,0,0,0,0,1.5,0,0,1,0,0,1.5,0,0,0.5,0,0,0,0,0,0,RGN0408,0,0,0,0,0,0,0,0,3.5,0,0,0.5,0,0,4,0,0,0.5,0,0,0,0,0,0,RGN0408,0,0,0,0,0,0,1,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RGN0408,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
FHO0630,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FHO0630,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FHO0630,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FHO0630,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,FHO0630,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
SCF0608,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SCF0608,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SCF0608,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SCF0608,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,SCF0608,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
BVC0790,0,0,0,0,0,0,4,1,0,1,0,0,4,0,0,1,0,0,1,0,0,1,0,0,BVC0790,0,0,0,0,0,0,4,1,0,1,0,0,4,0,0,1,0,0,2,1,0,1,0,0,BVC0790,0,0,0,0,0,0,9,0,1,1,0,0,13,4,0,1,0,0,5,0,6,1,0,0,BVC0790,1,1,0,1,1,0,3,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,BVC0790,1,1,0,1,1,0,2,1,1,1,0,0,1,0,1,1,0,0,2,0,0,1,0,0
HDD0789,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,HDD0789,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,HDD0789,0,0,0,0,0,0,0,0,6.75,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,HDD0789,0,0,0,0,0,0,1,0,1.25,1,0,0,0,0.5,1.25,0,0.5,1,0,0,0,0,0,0,HDD0789,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.25,1,0,0,0,0,1,0,0,1
ICH0294,0,0,0,0,0,0,3,3,3,1,1,1,4,4,4,1,1,1,0,0,0,0,0,0,ICH0294,0,0,0,0,0,0,3,3,3,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,ICH0294,0,0,0,0,0,0,14,14,14,1,1,1,14,14,14,7,7,7,1,1,1,1,1,1,ICH0294,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,ICH0294,0,0,0,0,0,0,1,1,0,1,1,0,2,1,1,1,0,0,2,1,1,1,0,0
OMS0101,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,1,0,0,1,OMS0101,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,1,0,0,1,OMS0101,0,0,0,0,0,0,0,0,8,0,0,1,0,0,10,0,0,1,0,0,0,0,0,0,OMS0101,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,1,OMS0101,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1
NCK0421,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,1,0,0,1,NCK0421,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,1,0,0,1,NCK0421,0,0,0,0,0,0,0,0,8,0,0,1,0,0,10,0,0,1,0,0,0,0,0,0,NCK0421,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,1,NCK0421,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
IRT0491,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,IRT0491,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,IRT0491,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,IRT0491,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,IRT0491,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
HKI0171,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,HKI0171,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,HKI0171,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,HKI0171,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,HKI0171,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
